author	description	retweet
PackboithaGawd	Honestly. If you’ve never played the new Mario you’re not living your life to the maximum https://t.co/lsiiG52GB6	false
caroiynkrokus	RT @EagleStarNET: Never trust a hat with eyes: 'Odyssey' glitch lets Cappy kill Mario https://t.co/cSkjhrVq7R https://t.co/ktLEkz5GHB	true
Zer0_Amnesty	I found the RAREst of boom boxes! #SuperMarioOdyssey #NintendoSwitch https://t.co/Nw6Qx6o1aI	false
uyuni_BPgamer	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/fCpeXsCZrb	false
YouOdysseyThis	RT @Zer0_Amnesty: I found the RAREst of boom boxes! #SuperMarioOdyssey #NintendoSwitch https://t.co/Nw6Qx6o1aI	true
BRKsEDU	SUPER MARIO ODYSSEY #16 - Cholando na Lua! (Nintendo Switch Gameplay): https://t.co/EIqvhMIfVn via @YouTube	false
_AndrewMohan	Wow that ending is just amazing. Finally "finished" Super Mario Odyssey	false
TwitchRTCBot	RT @Rhay_Robotnik: Streaming Super Mario Odyssey! Gotta collect em all!  Let's explore the Dark side of the Moon!… 	true
Scouching	I feel bad at how much of a debate I'm having over which Switch game deserves Game of the Year.  Then again wtf am I doing thinking about it so much wasting this insane machine inside my head.  But Super Mario Odyssey should probably win.	false
NSwitchShots	RT @WerepenguinZ: Super Mario Does His Taxes #SuperMarioOdyssey #NintendoSwitch https://t.co/tHoUuQBMxc	true
Degammage	mario odyssey, zelda botw, horizon zero dawn... les nommés du game of the year 2017 https://t.co/LSjSEaTlVp	false
MrAntonysantana	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/prBGFphJZP	false
JuliaRibeiroOff	RT @BRKsEDU: SUPER MARIO ODYSSEY #16 - Cholando na Lua! (Nintendo Switch Gameplay): https://t.co/EIqvhMIfVn via @YouTube	true
DrowzeeSpaceman	RT @Brawlcats29: one of my favorite songs from super mario odyssey :) https://t.co/2v0HhB2Y8c	true
AK4Game	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
Robosetae_NS	Aesthetic and delightful level! #youcanclimbthatmountain #SuperMarioOdyssey #NintendoSwitch https://t.co/ZFmKyzLJZt	false
ogmelly	RT @brysontiller: Super Mario Odyssey. definitely one of the best games i've ever played.	true
NSwitchShots	RT @torosiken: when u tried ur best but u don't succeed #SuperMarioOdyssey #NintendoSwitch https://t.co/n2bzrYQrsn	true
WM0197	ok, this is why i love trihex and give him my money https://t.co/uhQFdW416a	false
dasTurbo	one of these is not like the others https://t.co/4FgIcSoF7e	false
TheRabidWookiee	My 4 year old just beat Super Mario Odyssey from start to finish.  I’m so proud of him! #NintendoSwitch #MarioOdyssey #proudparents https://t.co/xTTmUfzWud	false
WM0197	RT @trihexx: Accurate impression of someone who outright claims they DO NOT ENJOY playing Mario Odyssey: https://t.co/sWupku9yTt	true
ThePCGamerFan	@DOOM Awesome video of DOOM with Mario Odyssey music! https://t.co/yIPXj6mGt5	false
Mr_ridge1	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
Oliver_Ostuni	Today's #SuperMarioOdyssey video will be delayed today. My computer restarted itself in the middle of uploading last night, #funstuff! Until then, all you guys & gals can #Subscribe to know exactly when it goes live! https://t.co/XvOBHMjrWf #Gaming #Youtube #LetsPlay #Nintendo	false
BVZahariev	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
SuperSonicx25	This is so hard 3 of them are really good from what I have seen I didn’t seen no gameplay of Horizon Zero Dawn yet or PUBG https://t.co/W2fz3W5acf	false
YTMario55901	The best early Black Friday deals on #NintendoSwitch  https://t.co/NOAO9ufw8R #Nintendo #MarioOdyssey #MarioKart8Deluxe #MarioKart8 #MarioKart #LegendOfZelda #BreathOfTheWild	false
NSwitchShots	RT @akfamilyhomeak: I can't believe @SKELUX_CORE is actually making me reconsider my 100% status... #SuperMarioOdyssey #NintendoSwitch http…	true
ZentGaming	If anyone has a good looking snapshot for the Snow Kingdom in Super Mario Odyssey I'll use it for my next video. #SnapshotContest	false
AlvinGames_BR	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/gkGPd1veKf	false
SammyMachinima	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
Titaniumator	RT @Baleeted: Cappy wants to learn too! #snapshotcontest #SuperMarioOdyssey #NintendoSwitch https://t.co/FnfTex93Z6	true
AlvinGames_BR	Super Mario Odyssey is my pick for Best Game Direction @thegameawards - Live on December 7 https://t.co/gkGPd1veKf	false
MulehornGaming	Super Mario Odyssey Spoiler Cast – Geek Ghost Gaming Podcast #NintendoSwith #Nintendo #Switch  https://t.co/D5CqPnVwIy	false
SpaceyIsLazy	RT @OnlyAfroGames: A buggy incomplete physics engine early access game is probably going to beat both Zelda and Mario in goty. Let tha… 	true
AffieLockhart	@JonnoVanguard Just in time, ive finished with Sonic Forces and nearly done with Super Mario Odyssey. :D	false
WONDER_CADAVER	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/rNyd4PvurF	false
NSwitchShots	RT @super_mochimono: YOU GOT A MOON ! of MMD  #スーパーマリオオデッセイ #SuperMarioOdyssey https://t.co/5oPumHNVu1	true
ThePCGamerFan	@DOOM Awesome video of DOOM with Mario Odyssey music. https://t.co/yIPXj6mGt5	false
AlvinGames_BR	Super Mario Odyssey is my pick for Best Score/Music @thegameawards - Live on December 7 https://t.co/gkGPd1veKf	false
drewski4u	RT @NintendoAmerica: Described as “…the greatest Super Mario title released to-date…” by USGamer. #SuperMarioOdyssey on #NintendoSwitch is…	true
grovpie	RT @trihexx: Accurate impression of someone who outright claims they DO NOT ENJOY playing Mario Odyssey: https://t.co/sWupku9yTt	true
AkkeJC	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
AlvinGames_BR	Super Mario Odyssey is my pick for Best Audio Design @thegameawards - Live on December 7 https://t.co/gkGPd1veKf	false
NSwitchShots	RT @Fir3Turtle: 5th place! #SuperMarioOdyssey #NintendoSwitch https://t.co/RWpLERE5PJ	true
lornahatleee	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
xlax421	Well @NintendoGamerG7 I think we both know what's gonna win but did I call Zelda and Mario both being contenders!!!!? https://t.co/s7N0VTOWoW	false
botmaster9000	RT @torosiken: when u tried ur best but u don't succeed #SuperMarioOdyssey #NintendoSwitch https://t.co/n2bzrYQrsn	true
GR1ZZLY84	RT @trihexx: Accurate impression of someone who outright claims they DO NOT ENJOY playing Mario Odyssey: https://t.co/sWupku9yTt	true
NSwitchShots	RT @torosiken: fINALLY #SuperMarioOdyssey #NintendoSwitch https://t.co/uSfWzZ3Yqe	true
Andreas_Tetfo	OMG nice easter egg! #SuperMarioOdyssey #NintendoSwitch https://t.co/eIIdRgIDKj	false
ROBandGB	@pocahontasphnx @MarkM447 I've almost exclusively been buying Nintendo hardware and software for the past 5 years.  I got Super Mario Odyssey and Breath of the Wild in return for my troubles.  You get what you pay for.	false
KlaueNico	had to grind to get this view #SuperMarioOdyssey #NintendoSwitch @_shirosama_ https://t.co/l3odknHzqi	false
LivinLikeLog	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
GAMEPerth	RT @GAMELowestoft: We still have limited edition Mario Odyssey Switches in, only £329.99. Limited stock, so get yours while you can!… 	true
NSwitchShots	RT @torosiken: tfw about to parkour back then u found the secret road #SuperMarioOdyssey #NintendoSwitch https://t.co/iCeBddzsOF	true
Robosetae_NS	Could be much faster, but still so long way to the TOP100... Gonna return later! #speedrunning #SuperMarioOdyssey #NintendoSwitch https://t.co/zZlPIVcub9	false
AZBros	Can't wait for @NintendoAmerica to add online multiplayer minigames to #SuperMarioOdyssey.  Volleyball, Koopa Freerunning, Bound Bowl, etc. would work perfectly as online minigames.  I'll be surprised if this isn't added eventually.  #NintendoSwitch	false
GunGunAW	@FavynTube Super Mario Odyssey for sure. It’s been a great year for games though.	false
NSwitchShots	RT @YTgameonion: This is way too addicting #SuperMarioOdyssey #NintendoSwitch https://t.co/OuT297R747	true
AlvinGames_BR	Super Mario Odyssey is my pick for Best Action/Adventure Game @thegameawards - Live on December 7 https://t.co/gkGPd1veKf	false
TheRabidWookiee	My 4 year old just beat Mario Odyssey from start to finish by himself! So proud! #MarioOdyssey #NintendoSwitch https://t.co/O5bvy8lOH8	false
dreamcasterguy	RT @SuperMario_UK: "I must go now, my planet needs me!" #SuperMarioOdyssey https://t.co/a9WAWcKjRr	true
NSwitchShots	RT @AngryCrazyZebra: bitter sweet #SuperMarioOdyssey #NintendoSwitch https://t.co/5fdp1LEdaO	true
OhSaintYT	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/dwuDIoAEHa	false
Bullock813Dion	RT @SuperMario_UK: "I must go now, my planet needs me!" #SuperMarioOdyssey https://t.co/a9WAWcKjRr	true
AlvinGames_BR	Super Mario Odyssey is my pick for Best Family Game @thegameawards - Live on December 7 https://t.co/gkGPd1veKf	false
The_Game_Barron	If you told me back in March that a game - any game - could challenge Breath of the Wild for 2017's game of the year, I'd say you're nuts.  But, well, here we are, Super Mario Odyssey. You've done the impossible. It's gonna be really tough to choose this year.	false
DobbyPS4	How come Mario Odyssey got nominated for Best Audio and not Horizon Zero Dawn? There is nothing proprietary in Audio Design in that game. It's just bunch of annoying sounds that you can download on the Internet for free like: Boing! Ding Dong! Pong!  Nintendo games are overhyped.	false
OhSaintYT	Super Mario Odyssey is my pick for Best Game Direction @thegameawards - Live on December 7 https://t.co/dwuDIoSg5K	false
TVGN2000	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/4tLGQRXMyi	false
BlueSpheres07	RT @SakimiChanArt: Bride Princess #Peach pinup piece<3 In time for the new #marioodyssey nudie,PSD+3-4k HD jpg,steps, etc>… 	true
botmaster9000	RT @WerepenguinZ: Super Mario Does His Taxes #SuperMarioOdyssey #NintendoSwitch https://t.co/tHoUuQBMxc	true
BlueSpheres07	RT @shushyroll: I'm literally drooling right now DAMN AHSGSIWBEKA https://t.co/i9EfUiL3si	true
Ch4tGadget	TubeHouseTV at Wed Nov 15 16:30:01 CET 2017 (max offset about 5 minutes)  Game: Super Mario Odyssey https://t.co/EFv2cgIv49	false
MysticSpiral88	RT @AdamRoffel: It's all about the post game people! My 10/10 #Review for #SuperMarioOdyssey on #NintendoSwitch! @NintendoCanada… 	true
NSwitchShots	RT @KirbyTangoButt: the Game let me be a Orb straight away so it's already the Perfect Game for me #SuperMarioOdyssey #NintendoSwitch https…	true
WONDER_CADAVER	Super Mario Odyssey is my pick for Best Audio Design @thegameawards - Live on December 7 https://t.co/rNyd4PvurF	false
LoftedGaming	RT @SuperMario_UK: Get you a man who can do both. #SuperMarioOdyssey https://t.co/M6NoVyOcQY	true
bidetluv	btw mario odyssey is fuckign killa	false
NSwitchShots	RT @KirbyTangoButt: Orb Friend #SuperMarioOdyssey #NintendoSwitch https://t.co/iJPIS8yNud	true
n_chippie	RT @SuperMario_UK: "I must go now, my planet needs me!" #SuperMarioOdyssey https://t.co/a9WAWcKjRr	true
nintendolife	Struggling to find all of #SuperMarioOdyssey's Power Moons? @ryancraddock is working his way through the game now! https://t.co/z8ElyWXobm	false
DamienMcFerran	RT @nintendolife: Struggling to find all of #SuperMarioOdyssey's Power Moons? @ryancraddock is working his way through the game now! https:…	true
BjorkCollin	RT @nintendolife: Struggling to find all of #SuperMarioOdyssey's Power Moons? @ryancraddock is working his way through the game now! https:…	true
Robosetae_NS	FYI, WR was under 15s at the moment of this screenshot... Real #speedrun'ners are crazy and skilled! #SuperMarioOdyssey #NintendoSwitch https://t.co/7qQBTGxgXF	false
dustyvoid	today's day off youtube binge is @VinnyVinesauce- thx for letting me vicariously play super mario odyssey	false
iLiamlolama	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
ChrisK300	@caravanb0y Cancel it! Tesco are doing a Black Friday deal of the red Mario Switch with Odyssey and another set of joycons for 320. So basically getting the joycons free	false
MarkM447	@ROBandGB @pocahontasphnx Mario Odyssey is fucking amazing tho	false
bobbelcher77	RT @LauraJaneGrace: Really enjoying Super Mario Odyssey	true
Serza5	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
mariosonic500	@OnlyAfroGames I think even the creator of PUBG said that he didn't want his game to be GOTY. He wanted Mario Odyssey and Breath Of The Wild to beat it.	false
Robosetae_NS	RT @Robosetae_NS: Gotta dump some images or else it's going to become an overwhelming task... Seeing this felt good!… 	true
ChibiKage89	I added a video to a @YouTube playlist https://t.co/IsVPB9VfxE Lets Play SUPER MARIO ODYSSEY part 10 Beach Date	false
ZentGaming	Seaside Shenanigans - Odyssey Adventures Episode 7 https://t.co/ZG24vh6Xmo #supermarioodyssey #mario #marioodyssey #nintendoswitch https://t.co/ofZlK3LhDT	false
0solunastra0	Super Mario Odyssey is my pick for Best Action/Adventure Game @thegameawards - Live on December 7 https://t.co/yEMo9pHH9T	false
DrWaleeed20	RT @nintendolife: Struggling to find all of #SuperMarioOdyssey's Power Moons? @ryancraddock is working his way through the game now! https:…	true
BlazeHedgehog	Every now and then I think about the possibilities of a Metroid Prime game after Breath of the Wild and Mario Odyssey and I have to force myself to unclench at the thought.	false
GimmyABBA	RT @SuperMario_UK: "I must go now, my planet needs me!" #SuperMarioOdyssey https://t.co/a9WAWcKjRr	true
Kanagashnaga	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
Mullins345	https://t.co/t5Hi6IO0rd  A new Del Marr Show episode is out and I'm very happy with how this video turned out.  I hope you all enjoy me gushing over Mario Odyssey for the next 18 minutes =D	false
Marioplier	@Lockstin  The  costumes in Super mario Odyssey remind me of some of the costumes in Mario Party 2	false
AngryCrazyZebra	post game ... #SuperMarioOdyssey #NintendoSwitch https://t.co/kb7Mi3cR96	false
_dont_eat_soap	RT @SuperMario_UK: "I must go now, my planet needs me!" #SuperMarioOdyssey https://t.co/a9WAWcKjRr	true
YouOdysseyThis	RT @AngryCrazyZebra: post game ... #SuperMarioOdyssey #NintendoSwitch https://t.co/kb7Mi3cR96	true
Mossyonthehouse	RT @WerepenguinZ: Super Mario Does His Taxes #SuperMarioOdyssey #NintendoSwitch https://t.co/tHoUuQBMxc	true
EmranAn84669774	RT @Gadgets360: Is this the best Mario game ever? https://t.co/iMvwSKv23B	true
CarolKorok	Peach! I did her at school #SuperMarioOdyssey #SuperMario #Peach #PrincessPeach #newdonkcity  yey! https://t.co/5tgtcqFref	false
acadianathrifty	RT @hmiblog: Win 1 of 500 Nintendo Switch Console + New Super Mario Odyssey Video Game Prize Pack, enter at:… 	true
SireSkye	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
TheDemonAlicorn	RT @Futanari_Queen: Sorry guys~ ive got yet another busy day so i may not be on today, but at least enjoy my hentai inspired by the new… 	true
GioDDiG	RT @nintendolife: Struggling to find all of #SuperMarioOdyssey's Power Moons? @ryancraddock is working his way through the game now! https:…	true
GameNevvs	Struggling to find all of #SuperMarioOdyssey's Power Moons? ryancraddock is working his way through the game now! https://t.co/f3RCoMGi0L	false
fantasysite	#ad NEW Nintendo Switch 32 GB Console Super Mario Odyssey Bundle with Cappy Coin https://t.co/f2Xxm3jUik https://t.co/PgEOTmaBok	false
nerothiccelo	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/WUeI6D2gVl	false
GioDDiG	RT @NintendoAmerica: GamesBeat calls it “…another Mario all-time classic…” Don’t miss Super Mario Odyssey.	true
Jason0Avis	RT @JediKnight97: It's a meeeee Paarthurnax!! #MarioOdyssey #Skyrim https://t.co/o6TqTGcMue	true
Roy101131	Power up!!! #スーパーマリオオデッセイ #SuperMarioOdyssey #NintendoSwitch https://t.co/NkIbuhf4Ys	false
pattty847	RT @trihexx: Accurate impression of someone who outright claims they DO NOT ENJOY playing Mario Odyssey: https://t.co/sWupku9yTt	true
Glenngunnerzero	RT @MANvsGAME: So you thought you were bad at Mario Odyssey's trace-walking challenges? Allow @ClosureInMoscow to show you what a… 	true
SanokMaynik	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/x3THKizVhG	false
CarolKorok	Pauline i also did het at school #mayorpauline #pauline #newdonkcity #SuperMarioOdyssey #SuperMario https://t.co/QAUOFA6opQ	false
bruhitsjoana	RT @brysontiller: Super Mario Odyssey. definitely one of the best games i've ever played.	true
Rainy_Odyssey	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
erkmetal	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
Chukkaque	Part 12 - I KMEW IT Is live  https://t.co/9LYJHAQZAv  #twitchkittens @StreamerUtopia @SupStreamers @NintendoAmerica #SupportSmallCreators @Baphometta_ @GamingAmbitious @RimuRages @DarthPanda23 @TootLootRiot #MarioOdyssey #Switch	false
Matt_M411	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/eksQxMueKc	false
nintendo_pa	RT @MistraLY64: An electrifying melody. #SuperMarioOdyssey #NintendoSwitch https://t.co/UZvaDR60rn	true
revelbots	Super News A Super Mario animated movie is coming from the Despicable Me studio!!! Let's rejoice by crushing some mushrooms!!! #SuperMario  #SuperMarioBros  #SuperMarioRun  #SuperMarioOdyssey  #Nintendo https://t.co/TcMSNsXnfz	false
broseanddelight	RT @AdamRoffel: It's all about the post game people! My 10/10 #Review for #SuperMarioOdyssey on #NintendoSwitch! @NintendoCanada… 	true
ChibiKage89	Lets Play SUPER MARIO ODYSSEY part 10 Beach Date: https://t.co/IsVPB9VfxE via @YouTube	false
HavenTheFraud	RT @eigenbanana: taking a nap #SuperMarioOdyssey https://t.co/95Yz6Cun2f	true
Lexxo62	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/ovohCLLBBe  I didnt play it but It reminds me of my favorite game and I dont want a buggy game thats on early access to win	false
PackboithaGawd	Making a Super Mario Odyssey themed beat tape @NintendoAmerica You guys are so inspirational 🤩	false
Vagabond_Boon	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
overhanzo14	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
Son_Of_A_Cad	RT @elixirsoup_: Video capture was added on Switch for moments like this (repost) #SuperMarioOdyssey #NintendoSwitch https://t.co/18r2VYDnai	true
Tmiller1015	It's a Mario kinda day. Bring your butts here: https://t.co/fUevrXW7GV #twitch #live #SuperMarioOdyssey https://t.co/Knaf4xWq54	false
LlamaFIuff	If you jump on the Odyssey's globe it plays Jump Up Super Star #SuperMarioOdyssey #NintendoSwitch https://t.co/5izMxPY8Cg	false
WillBrand0	RT @LeoZombie: Hey, @NintendoAmerica. I think this is what your next Mario Odyssey costume should be. #foreveraplumber https://t.co/mJtmGK2…	true
ShockHeaven	RT @cowfee_desu: Something for a ko-fi donator. Jenetta from Mario Odyssey. err Etrian Odyssey. https://t.co/64qpcu4ABm	true
apieceofthenara	RT @trihexx: Accurate impression of someone who outright claims they DO NOT ENJOY playing Mario Odyssey: https://t.co/sWupku9yTt	true
tattsunss	RT @Anime: #News The Game Awards 2017 Nominees Revealed • Zelda: Breath of the Wild, Super Mario Odyssey, Persona 5 nom… https://t.co/AfYJg…	true
WerepenguinZ	RT @WerepenguinZ: Super Mario Does His Taxes #SuperMarioOdyssey #NintendoSwitch https://t.co/tHoUuQBMxc	true
H4G_RT	RT @DarkLight_Bros: We check the overlooked Kingdom Brochure details and Lore behind each Kingdom in #SuperMarioOdyssey… 	true
CM___Gaming	Am live streaming #SuperMarioOdyssey :D Part 4 of the session https://t.co/Tgzu3QXO91	false
Ed_isnt_Russian	all hail #SuperMarioOdyssey #NintendoSwitch https://t.co/BZdveflyQV	false
magicalhysteric	RT @OnlyAfroGames: A buggy incomplete physics engine early access game is probably going to beat both Zelda and Mario in goty. Let tha… 	true
TheDoc_ssb	RT @trihexx: Accurate impression of someone who outright claims they DO NOT ENJOY playing Mario Odyssey: https://t.co/sWupku9yTt	true
SebSundquist	Super Mario Odyssey is my pick for Best Score/Music @thegameawards - Live on December 7 https://t.co/ORBdKIoeaE	false
LoftedGaming	RT @NintendoAmerica: Mario gets a new ally in his latest globe-trotting adventure. Meet Cappy in #SuperMarioOdyssey on #NintendoSwitch!	true
MetaBlaziken	RT @OnlyAfroGames: A buggy incomplete physics engine early access game is probably going to beat both Zelda and Mario in goty. Let tha… 	true
Grimm_spl	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
LOG_arhythm	I'd like to thank Destiny 2 and Super Mario Odyssey for breaking my Winter-ly ritual of trying, and ultimately failing to beat LISA	false
monkeyz715	RT @nintendolife: Struggling to find all of #SuperMarioOdyssey's Power Moons? @ryancraddock is working his way through the game now! https:…	true
YT_Silvanuz	Again online with #MarioOdyssey speedruns!  https://t.co/Klw054jCif  :)	false
SleepyEthel	in #SuperMarioOdyssey, if you jump off the last platform, an assist mode bubble will appear even in regular mode #NintendoSwitch https://t.co/WImAVtG4PI	false
neolego	I'm reviewing @LEGOMarvelGame for @NINTENthusiast. I will say playing it in Handheld mode really makes me appreciate what @Nintendo accomplished with #SuperMarioOdyssey.	false
Kuranic0	I liked a @YouTube video https://t.co/6nrziB6x0f Super Mario Odyssey w/ @PKSparkxx! - #30 | "Mother Nature Strikes Back!" (Gameplay	false
GSB_gaming	Floating pyrmaid? Big hole in the sand? WHATS GOING ON?! - Super Mario Odyssey [Part 2]: https://t.co/aaUagzjCjK via @YouTube	false
Adlinsnake	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
OfZimbabwe	Mugabe has been captured by the army. Meanwhile Intelligent Systems has released a new update in Fire Emblem Heroes, Mario Odyssey released, and you can now Tweet longer, so much has happened since we last spoke to our delightful followers.	false
SamuraiDon	RT @SuperMario_UK: "I must go now, my planet needs me!" #SuperMarioOdyssey https://t.co/a9WAWcKjRr	true
Datacracy1	#Gaming FUNNY ... #VR #VRGames #Drone #Gaming https://t.co/XiROh4wtSe |  - https://t.co/dXlSyamZ3j https://t.co/OajPrMHISm #Accidental #Amazing #Comedy #Compilation #Crazy #Epic #Fail ... https://t.co/zPnFHBq7JN	false
Whiffy5	RT @Zer0_Amnesty: I found the RAREst of boom boxes! #SuperMarioOdyssey #NintendoSwitch https://t.co/Nw6Qx6o1aI	true
SupStreamers	RT @Chukkaque: Part 12 - I KMEW IT Is live  https://t.co/9LYJHAQZAv  #twitchkittens @StreamerUtopia @SupStreamers @NintendoAmerica… 	true
ConfidentFound	RT @amgcouponqueen: #ad Enter to Win a Nintendo Switch Console + New Super Mario Odyssey Video Game Prize Pack! Find your code inside… 	true
efemuratal	Bir @YouTube videosu beğendim: https://t.co/ud4AlImAMW Super Mario Odyssey Spoiler DISCUSSION (Final Boss, Post-Game, & DLC Next?)	false
redslewnninja	Will try and get through #Doom on my #NintendoSwitch this week, and also do some endgame #MarioOdyssey as well as get some #RLonSwitch time in. If it arrives I’ll also play some #LANoire for the first time as well! I cancelled #PokemonUltraSunMoon and #Battlefront2 so more time!	false
soukun0223	「Ride On!!」 #スーパーマリオオデッセイ #SuperMarioOdyssey #NintendoSwitch #砂漠の国で危機一髪 https://t.co/c3amo3Xo99	false
YouOdysseyThis	RT @soukun0223: 「Ride On!!」 #スーパーマリオオデッセイ #SuperMarioOdyssey #NintendoSwitch #砂漠の国で危機一髪 https://t.co/c3amo3Xo99	true
GriefersAFK	RT @RD_Inks: Just under 2 weeks to get this funded videogame/comic fans! Let's help this get kickstarted!   #kickstarter #comics… 	true
fmrbass	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/8haJJUiINc	false
StorySlug	Me: Ah, after a rough day I can finally kick back on the couch with some video games.  Super Mario Odyssey: NOPE FUCK YOU WAVE YOUR ARMS AROUND CONSTANTLY TO BE DOING SHIT	false
aclonedjuju	the sad life of a clown #SuperMarioOdyssey #NintendoSwitch https://t.co/B86TjNjeXO	false
NintenMessenger	RT @B_Times_2: Take your paces... FIRE!!! #SnapshotContest #SuperMarioOdyssey #NintendoSwitch https://t.co/sW8ZkTigQR	true
FedoraKaiju	RT @SuperMario_UK: "I must go now, my planet needs me!" #SuperMarioOdyssey https://t.co/a9WAWcKjRr	true
Nattles124	RT @SuperMario_UK: "I must go now, my planet needs me!" #SuperMarioOdyssey https://t.co/a9WAWcKjRr	true
fmrbass	Super Mario Odyssey is my pick for Best Score/Music @thegameawards - Live on December 7 https://t.co/8haJJUiINc	false
ShingetsuMoon	Finished the main story of Assassin's Creed Origins and Super Mario Odyssey and went back to Elder Scrolls Online for the new DLC. I have to say it feels so good coming back again. 💖 @TESOnline	false
g6Mellow	RT @Chukkaque: Part 12 - I KMEW IT Is live  https://t.co/9LYJHAQZAv  #twitchkittens @StreamerUtopia @SupStreamers @NintendoAmerica… 	true
crueltyfreelucy	RT @CrayZBees: Win 1 of 500 Nintendo Switch Console + New Super Mario Odyssey Video Game Prize Pack from @PostHoneycomb  Ends 3/31… 	true
Ultizeta	RT @japanese3ds: The winning entries in the first Super Mario Odyssey snapshot mode contest https://t.co/w9cPeip1lu	true
J6566K	#SuperMarioOdyssey #NintendoSwitch Los get's https://t.co/BTvVKHOoPC	false
fmrbass	Super Mario Odyssey is my pick for Best Audio Design @thegameawards - Live on December 7 https://t.co/8haJJUiINc	false
ChomperDIV7	#SuperMarioOdyssey #NintendoSwitch Time to explore i need 68 more moons to get a new world lol https://t.co/eTXiqqQIBu	false
damian_emman	RT @hmiblog: Win 1 of 500 Nintendo Switch Console + New Super Mario Odyssey Video Game Prize Pack, enter at:… 	true
miIesguy	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/Vx0oXGFnVs	false
FatherofVentus	Mario Odyssey CRUSHES these other pathetic games https://t.co/qYg7I3SROB	false
tolbot_exe	Jump-roping and volleyball are the most tedious and least fun parts of #SuperMarioOdyssey and am reluctant to get the 100-count Moon on those minigames for completion bc as far as I'm concerned I paid my dues on the first Moon. Don't @ me	false
temouji	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
dalittlebomb	RT @nintendolife: Struggling to find all of #SuperMarioOdyssey's Power Moons? @ryancraddock is working his way through the game now! https:…	true
DeanStevens90	Finally traded in Splatoon 2 for Super Mario Odyssey.  I never trade in games but I really won't ever play #splatoon2 again. It's obviously a good game but just not for me. Also, let's not forget the timed game modes nonsense.	false
MilnerPoppy	As someone who’s not very good at video games, defeating a boss in super mario odyssey makes me so happy	false
SkyeC304	@GameXplain did you guys know that in mario odyssey if you stand on a sphynx's head cappy has some special dialogue?	false
