author	description	retweet
Katfrog1	I liked a @YouTube video https://t.co/FqqvKABJiu 【SUPER MARIO ODYSSEY 】Jump Up, Super Star! (1-Up Girl) (COVER)	false
brauliovargas1	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
NamesRDifficult	RT @jacksfilms: Super Mario Odyssey is my favorite TV show right now	true
JJSliderman	You know, I think I might be the only person online at this point who hasn't played Mario Odyssey for more than...ten minutes.   UUUUUUUUUUUUUUUUURGH...	false
Mcdoogleh	@yezzer lol but in Mario Odyssey you can become a dinosaur and Breath of the Wild is one of most quintessential hero's journey ever.	false
azookastrike	im torn between the ost's of mario odyssey and sonic forces aaaaaa-yaaaaaaaaa theyre both good why the	false
Al_Y0	I have $100 off at HN and really want to get a Super Mario Odyssey Switch bundle but out of stock :-(	false
ThisLateGamer	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
HatredAnon	@omegaro I know right? Got spoiled just about everything about Mario Odyssey on the day it came out along with BotW.	false
JayBrotatoe	Super Mario Odyssey became my GOTY today   THE DOG FETCHES YOUR HAT!!!!!!!!!!!!!!  https://t.co/fXyjQ1FKyN	false
PumaAfroButler	I liked a @YouTube video https://t.co/NjHD4vadyK SUPER MARIO ODYSSEY (Honest Game Trailers)	false
AboveUp	Game Theory: Does Mario Odyssey take place in the FLCL universe? https://t.co/2qj5gQWcsA	false
tj2gaming	RT @NPCarlsson: Been playing some Mario Odyssey recently. https://t.co/9KPDVZd64y	true
bryce_jacob	Super Mario Odyssey is my pick for Best Family Game @thegameawards - Live on December 7 https://t.co/Tv15jMUL5h	false
needomeemo	Super Mario Odyssey is my pick for Best Score/Music @thegameawards - Live on December 7 https://t.co/hSljVPqLxL	false
AmericanDadtbh	new donk city confirmed communist #SuperMarioOdyssey #NintendoSwitch https://t.co/TVVxI3M1ei	false
GreatDetective7	RT @AboveUp: Game Theory: Does Mario Odyssey take place in the FLCL universe? https://t.co/2qj5gQWcsA	true
BrownIanSam	Super Mario Odyssey is my pick for Best Score/Music @thegameawards - Live on December 7 https://t.co/darUUdWYLm	false
Blaze30218	RT @Wario64: The Game Awards nominees: https://t.co/eXIgMNobMa GOTY nominees: • Zelda: Breath of the Wild • Super Mario Odyssey… 	true
BrownIanSam	Super Mario Odyssey is my pick for Best Audio Design @thegameawards - Live on December 7 https://t.co/darUUdWYLm	false
Zoyathenekoange	I liked a @YouTube video https://t.co/iRKKfiM4co Mario Odyssey / AESTHETIC! / Jaltoid Games	false
1upMess	Finally completed #SuperMarioOdyssey 100%! this was the first game i've ever completed and I'm glad it was. Easily a 10/10. https://t.co/KAchDYU2Te	false
_Justinmzee_	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
galaxymemes	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
YousSoros	RT @OnlyAfroGames: A buggy incomplete physics engine early access game is probably going to beat both Zelda and Mario in goty. Let tha… 	true
marioman6444	RT @NichtSascha: I found a glitch in #SuperMarioOdyssey's 2 Player-mode that lets Cappy kill Mario when capturing a Piranha Plant.… 	true
OfficalAnto12	RT @JustFlandre: my goal is to fill the entire left screen and then some #SuperMarioOdyssey #NintendoSwitch https://t.co/oyBySXXTln	true
JaGaMa_98	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
GunvoltL	Super Mario Odyssey is my pick for Best Game Direction @thegameawards - Live on December 7 https://t.co/FoaFLyIHyl	false
PieisStrange	RT @PantslessPajama: You: I live for them Mario Odyssey nips  Me, an intellectual: https://t.co/3heoWrvugZ	true
TheBearGamer	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
AddictionPlayz	I liked a @YouTube video https://t.co/GlyanMaNjr Super Mario Odyssey - Gameplay Walkthrough Part 10 - Lord of Lightning! (Nintendo	false
SolarisKnight	RT @mrfeelswildride: adult mario fans need to let the 'MARIO IS FROM BROOKLYN' shit go  odyssey was the final nail in that particular coffin	true
ToraSamaSSB	Super Mario Odyssey is my pick for Best Score/Music @thegameawards - Live on December 7 https://t.co/3auWvv9tsL	false
ElectricDong	Amazing   #SuperMarioOdyssey #NintendoSwitch https://t.co/nMj3sMXOk0	false
SinisterBasis	@PaperBatVG saw mario odyssey and was like...... zelda better be the last one lmao	false
itsownsakeisall	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/qjGGWQ4YV0	false
Its_Otakumi	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
spaceninjauk	RT @SymbioteRobC: Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/ODtWgSzjRV	true
YoungLightbulb	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
flare_era	@thegameawards Super Mario Odyssey is also my pick for Game of The Year @thegameawards - Live on December 7	false
Praeses47	RT @NichtSascha: I found a glitch in #SuperMarioOdyssey's 2 Player-mode that lets Cappy kill Mario when capturing a Piranha Plant.… 	true
marioman6444	RT @YouTubeGaming: This deserves a power moon  Super Mario Odyssey (IN 148,777 DOMINOES!) by @DominoKing0197 → https://t.co/HBCoMRL51a http…	true
DJGranblue	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/U2KAUQ0HnU.	false
flfostermom	RT @CrayZBees: Win 1 of 500 Nintendo Switch Console + New Super Mario Odyssey Video Game Prize Pack from @PostHoneycomb  Ends 3/31… 	true
SaphireG2	SUPER MARIO ODYSSEY (Honest Game Trailers) https://t.co/VD57GlcX0o via @YouTube	false
Dylanrah	what rip #SuperMarioOdyssey #NintendoSwitch https://t.co/crkaI1aHDH	false
okey_pepe	RT @OnlyAfroGames: A buggy incomplete physics engine early access game is probably going to beat both Zelda and Mario in goty. Let tha… 	true
HoneyBatty16	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
Mr_Oshawott_2	#SuperMarioOdyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/H700jMqQmK	false
BrownIanSam	Super Mario Odyssey is my pick for Best Family Game @thegameawards - Live on December 7 https://t.co/darUUdWYLm	false
T1BillionX	RT @SEGANerds: Persona 5 takes on Mario Odyssey and Breath of the WIld for "Game of the Year," while Sonic… https://t.co/orLn44WqCh https:/…	true
renzistheone	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
Chicmunk4u	I liked a @YouTube video https://t.co/K0BFdCwVni Super Mario Odyssey: Starting an Episode - PART 13 - Game Grumps	false
TheAfroSmash	RT @SevereCalamari: So happy I finally got this one down! One of the funnest freeruns tho! #SuperMarioOdyssey #NintendoSwitch https://t.co/…	true
AdriVolKatina	SHIVERIA!!!! I'M DYING!!!!!!!!!! xDDDDD #SuperMarioOdyssey https://t.co/AB9biZkqR8	false
Nintendo_SW	@jazzem Did you notice these robots are a reference to the 1972 environmental sci-fi film Silent Running? #SuperMarioOdyssey #NintendoSwitch https://t.co/HVbADLPym1	false
Crittlerpunk	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/gjR2zrEZEM	false
PalamanXIII	Super Mario Odyssey is my pick for Best Family Game @thegameawards - Live on December 7 https://t.co/jOwGzCI6ua	false
BunnyTheEvil93	We are live with some Super Mario Odyssey! Let's moon together Kappa. https://t.co/rbdEPLEPqG #SuperMarioOdyssey https://t.co/VmDaYdgww7	false
buttwife	it took me a while to get back to the last leg, but i finished Mario Odyssey and gosh what a good game	false
Jamesmast24131	@PixelMatt64 that's a weird way too spell super mario odyssey.  and the picture is all wrong too	false
coastward	me at 10am: i'll get my room cleaned and work tons on my game today!  me 20 minutes later: play mario odyssey for 8 hours	false
Austin_VanReeth	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
Madi_Rose_Bitch	RT @jacksfilms: Super Mario Odyssey is my favorite TV show right now	true
franv_es	Super Mario Odyssey is my pick for Best Family Game @thegameawards - Live on December 7 https://t.co/mBws6UnR8i	false
LavenderFawn	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
AgentRed1214	RT @MistraLY64: An electrifying melody. #SuperMarioOdyssey #NintendoSwitch https://t.co/UZvaDR60rn	true
jph_anderson	Now with Stephen's Sausage and evil Worth A Moons from Mario Odyssey! By @DevinBaek1214 https://t.co/PaBOTKngJa	false
TehToxicAlpaca	RT @Bunnynaut: I deposited 800 moons in one visit #SuperMarioOdyssey #NintendoSwitch https://t.co/ICuh0VRIuC	true
SupaMPlushFigTV	I liked a @YouTube video https://t.co/4wrj36xF0t Super Mario Odyssey cutscenes, but remastered with memes.	false
GrindedWord	I added a video to a @YouTube playlist https://t.co/wE42ggAj3N Super Mario Odyssey - Part 3: Tostarena Ruins - Grinded Gaming	false
Kosales_YT	Getting out of bed for school #SuperMarioOdyssey #NintendoSwitch https://t.co/VrIDpIBN8L	false
ardani_syifa	RT @MikeLuckas: here we go. #SuperMarioOdyssey #NintendoSwitch https://t.co/q2QDP2EIbI	true
ToraSamaSSB	Super Mario Odyssey is my pick for Best Family Game @thegameawards - Live on December 7 https://t.co/3auWvv9tsL	false
Mar_rlin	RT @brysontiller: Super Mario Odyssey. definitely one of the best games i've ever played.	true
needomeemo	Super Mario Odyssey is my pick for Best Family Game @thegameawards - Live on December 7 https://t.co/cL8hjIIr23	false
FirstMeme_	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
Shawn12uGaming	Super Mario Odyssey {4} from the Game Ninjas: https://t.co/MY76VnF8FQ	false
Logan_Air	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
_Ben_Gallaher	RT @jacksfilms: Super Mario Odyssey is my favorite TV show right now	true
KevinHummert28	RT @bluetvgames: Those flying birds in Mario Odyssey can be annoying. Here's how to easily get their moons! https://t.co/M8gTuEQTtB… 	true
joshdarrin	RT @geoffkeighley: Nominees for @thegameawards Game of the Year are: Horizon Zero Dawn, Persona 5, @PLAYERUNKNOWN BattleGrounds, Super… 	true
Sacredarrow9021	RT @AeroViro: What the shibe in Super Mario Odyssey actually sounds like https://t.co/dCkxeAMlRA	true
MaciRodriguez12	RT @NintendoAmerica: GamesBeat calls it “…another Mario all-time classic…” Don’t miss Super Mario Odyssey.	true
DishonoredZeus	Super Mario Odyssey is my pick for Best Family Game @thegameawards - Live on December 7 https://t.co/Hh3aT8gwSy	false
cudolo	i only have two moons left to collect in super mario odyssey AAAA	false
ozziestm	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
Sergio_che121	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
Tazmi_	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/30Wf31Bhet	false
SupaMPlushFigTV	I liked a @YouTube video https://t.co/HOJWYPmmd1 100 Super Mario Odyssey Memes in one Video	false
JoshuaAMaxwell	Also, after buying #RLonSwitch today, I’ve now bought #SuperMarioOdyssey. Send help.	false
Jos_Rojas	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
FredFredFurger	RT @OnlyAfroGames: A buggy incomplete physics engine early access game is probably going to beat both Zelda and Mario in goty. Let tha… 	true
Unluckier_Boy	RT @OnlyAfroGames: A buggy incomplete physics engine early access game is probably going to beat both Zelda and Mario in goty. Let tha… 	true
Crittlerpunk	Super Mario Odyssey is my pick for Best Score/Music @thegameawards - Live on December 7 https://t.co/gjR2zrEZEM	false
DJGranblue	Super Mario Odyssey is my pick for Best Audio Design @thegameawards - Live on December 7 https://t.co/4i5QrogzTv	false
tannerarriza	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
vangeal	Aaaaaa I got it !! #SuperMarioOdyssey #NintendoSwitch https://t.co/tKAfwdqXI8	false
Ssb4Fan12	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
NMEstewy	I liked a @YouTube video https://t.co/gOfmjUNayy Doom but with Super Mario Odyssey Music	false
Wyvernspawn	RT @BunnyTheEvil93: We are live with some Super Mario Odyssey! Let's moon together Kappa. https://t.co/rbdEPLEPqG #SuperMarioOdyssey https:…	true
mezigoto	Live w/ #SuperMarioOdyssey day 3! #HumanBeingsTeam @The_Twitch_Pond https://t.co/Gde5vNQR96	false
gabeliceLP	#SuperMarioOdyssey still got me. #Nintendo #2017	false
ghwijaya	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
Tazmi_	Super Mario Odyssey is my pick for Best Game Direction @thegameawards - Live on December 7 https://t.co/30Wf31Bhet	false
ChulipsChu	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
GkellzTheGreat	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
ShiroTenshiRyu	@villevirta3 @/thegameawards Dropped their GOTY nominees and it was P5, BotW, Super Mario Odyssey, Horizon Zero Dawn, and PUBG.  I have a huge issue that PUBG, a game still in Early Access made this list.	false
Tazmi_	Super Mario Odyssey is my pick for Best Score/Music @thegameawards - Live on December 7 https://t.co/30Wf31Bhet	false
Light_Suit213	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
Joshimations	Mario Odyssey run tonight. There will be spoilers! 7PM PST or 8PM PST.	false
TrevorPollard4	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/Z5LverZKQj	false
Tazmi_	Super Mario Odyssey is my pick for Best Audio Design @thegameawards - Live on December 7 https://t.co/30Wf31Bhet	false
Cwazzycwafter	Bit of a neat skip. #SuperMarioOdyssey #NintendoSwitch https://t.co/DDo5lGbmJP	false
Creetzy_Epic	I added a video to a @YouTube playlist https://t.co/y1HaIHwhvJ Jump Up, Super Star! Remix- Super Mario Odyssey- The Living Tombstone	false
itsNateYates	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
LeopoldTheBrave	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/msbcaiBOaO	false
DJGranblue	Super Mario Odyssey is my pick for Best Action/Adventure Game @thegameawards - Live on December 7 https://t.co/yz1DfHXK9J	false
ItsAllAboutDBZ	RT @NinSwitchNews: "@TheGameAwards is proud to announce the 102 games and individuals nominated for this year’s awards." →… 	true
Tazmi_	Super Mario Odyssey is my pick for Best Action/Adventure Game @thegameawards - Live on December 7 https://t.co/30Wf31Bhet	false
KitytyKatTyler	RT @LaurakBuzz: I love solving a Mario Odyssey puzzle by totally ignoring the planned route <3 https://t.co/31mdM8IhzR	true
oneuntakenname	RT @mrfeelswildride: adult mario fans need to let the 'MARIO IS FROM BROOKLYN' shit go  odyssey was the final nail in that particular coffin	true
HumanBeingsTeam	RT @mezigoto: Live w/ #SuperMarioOdyssey day 3! #HumanBeingsTeam @The_Twitch_Pond https://t.co/Gde5vNQR96	true
CaptainFedoras	RT @VoluXian: When you can't hide your excitement. #SuperMarioOdyssey #NintendoSwitch https://t.co/NoLeYtcmyH	true
cielrayze	im sorry botw but mario odyssey is goty for me, I'm having so much smile playing it	false
Tazmi_	Super Mario Odyssey is my pick for Best Family Game @thegameawards - Live on December 7 https://t.co/30Wf31Bhet	false
Nebbysus	Super Mario Odyssey is my pick for Best Audio Design @thegameawards - Live on December 7 https://t.co/p8SbV79Ta5	false
roblee101	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
Danny0Ross	The races in Mario Odyssey are starting to piss me off, right now.	false
DJGranblue	Super Mario Odyssey is my pick for Best Family Game @thegameawards - Live on December 7 https://t.co/6qXqJp6Oc2	false
TakumaEN	RT @n64thstreetgifs: Is it an outrage that Mario Odyssey has Cappy but no capybaras?	true
DynamoSuper	When I heard The Super Mario series was going to get their first 3D Animated Film by Nintendo and Universal, I Was Like..... #SuperMario #UniversalStudios #NintendoSwitch #Nintendo #SuperMarioOdyssey https://t.co/RNxdWpdU3Y	false
CedroesIdeanson	RT @iamapierrot: I DID A QUICK THING BECAUSE I WAS WARMING UP AND LOVED MARIO ODYSSEY--  Thank you to @tachibooty for her adorable P… 	true
Valkian24	Moving onto news about @thegameawards nominations. This is a rather tough choice as all of these games are worthy of GOTY but if I had to pick one.... . . . . . . . . I'm gonna pick the odd one out, which is Persona 5. https://t.co/kHpwDPT2xQ	false
IAbsol	I liked a @YouTube video https://t.co/UL9PCOGduD Super Mario Odyssey - Switch Gameplay Walkthrough PART 16: Bowser’s Samurai Castle	false
ssbmandre	Super Mario Odyssey is my pick for Best Score/Music @thegameawards - Live on December 7 https://t.co/KwSVk7TwnE	false
nintooner	i love how every other toad goes "eek!" when seeing an enemy, but captain toad just... screams in anguish #SuperMarioOdyssey #NintendoSwitch https://t.co/YWwpNM9pu2	false
Real_The_Goof	I have not had this Nintendo Switch long, and it's already warping/bending and it's the Super Mario Odyssey bundle!	false
RandomOnEarth	RT @TooshiTV: Mario Odyssey Any%  Daily Stream #1633 https://t.co/VTL4fpjov5 https://t.co/nKb1I0uhhU	true
BcraigV	Is Super Mario Odyssey the Best Mario Game Ever? https://t.co/xgMmquDlLb https://t.co/v0bblMvjya	false
Tazmi_	can you tell i like super mario odyssey	false
goodloot22	RT @geoffkeighley: Nominees for @thegameawards Game of the Year are: Horizon Zero Dawn, Persona 5, @PLAYERUNKNOWN BattleGrounds, Super… 	true
Hylaincreed	I liked a @YouTube video https://t.co/GfdWuxs2hA More Mario Odyssey?	false
gaboros	RT @Nintendo2Day: Super Mario Odyssey gets an Honest Game Trailer https://t.co/AcamP5UukD	true
floofyprincess	No nier or cuphead but pubg??? That's literally an early access bug fest that's just a rip off of a rip off of an arma 3 mod https://t.co/Zv9f4B4sA6	false
steviekay101	RT @yougotamoon_bot: YOU GOT A MOON! Super Mario Odyssey Spoilers!	true
SolarSkillet	RT @NichtSascha: I found a glitch in #SuperMarioOdyssey's 2 Player-mode that lets Cappy kill Mario when capturing a Piranha Plant.… 	true
DDPeter_	RT @NichtSascha: I found a glitch in #SuperMarioOdyssey's 2 Player-mode that lets Cappy kill Mario when capturing a Piranha Plant.… 	true
MarcQuill	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/Brenb6TMBg	false
HairyWarsBoi	RT @akfamilyhomeak: Man, Mario Odyssey's plot is really dark. https://t.co/pxZCpU7ixz	true
osdepouletsays	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
furhby	RT @Yung_Simo: Nice selfie but remember to vote mario odyssey or zelda botw for game of the year. https://t.co/PgtVHo37fg	true
vennimous	I honestly have no idea if I would vote for Mario Odyssey or Persona 5 for overall GOTY  this is a dilemma	false
tahdk_	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/6uNeKzsQM3	false
RusLander80	I liked a @YouTube video https://t.co/FYUnSrBHMq Super Mario Odyssey Part 22 Bowsers Kingdom (NIntendo Switch) Co Op Gameplay	false
DegreeesKelvin	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
kyoutakuten	I can dream that they would make a mario odyssey movie adaptation but	false
CuTTingEdg3	2017 Game Awards Nominees Game of the Year  Super Mario Odyssey (Nintendo EPD / Nintendo) The Legend of Zelda:… https://t.co/8cyV1XE0ud	false
ssbmandre	Super Mario Odyssey is my pick for Best Audio Design @thegameawards - Live on December 7 https://t.co/QJJarOlrXF	false
Exoria_	I wanna play Mario Odyssey :(	false
VlogHog	If you can't top the Bob Hoskins/John Leguizamo 1993 masterpiece, don't even bother, bruh.  #SuperMarioOdyssey  #SuperMario https://t.co/ZQUANV7xy1	false
MrEMeatshield	I liked a @YouTube video https://t.co/vNbRBbGdRm Super Mario Odyssey - BOWSER TIME??? - SjoStream	false
zorofab	RT @mrfeelswildride: adult mario fans need to let the 'MARIO IS FROM BROOKLYN' shit go  odyssey was the final nail in that particular coffin	true
krool_dude	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/RrKbR56sD7	false
Mase_Master	RT @AeroViro: What the shibe in Super Mario Odyssey actually sounds like https://t.co/dCkxeAMlRA	true
Superjustinbros	RT @PixelMatt64: >NieR Automata got snubbed on GOTY and we got PUBG  I'm done https://t.co/u6T1fyhc9E	true
GrahamCVEVO	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/vrm0282OvK	false
magicalfuntime	since I'm seeing "is Mario Odyssey in the GOTY convo" arguments on my feed lemme put my foot down: Mario Odyssey could've been a perfect game but it was, sadly, directed by a straight man https://t.co/GfNgeGqvNO	false
_Hyroole	RT @MadeULookbyLex: I’ve played enough Mario Odyssey to know there’s a power moon under that one tile https://t.co/c2VO01vDyd	true
InsCasFdz	RT @paulacroft02: Los nominados para @thegameawards #GOTY2017  - Horizon Zero Dawn  - The Legend of Zelda: Breath of the Wild - Perso… 	true
RiversDeven	Super Mario Odyssey is my pick for Best Family Game @thegameawards - Live on December 7 https://t.co/xSHrxPDisb	false
mattjoanou	RT @geoffkeighley: Nominees for @thegameawards Game of the Year are: Horizon Zero Dawn, Persona 5, @PLAYERUNKNOWN BattleGrounds, Super… 	true
MaverickRainero	Super Mario Odyssey Review | Switchtactics - https://t.co/KwIcCLzNxR"The little man with a big mustache is back once again, and this time hes...	false
MaverickRainero	Super Mario Odyssey Review | Switchtactics - https://t.co/YeosggWMbm"The little man with a big mustache is back once again, and this time hes...	false
TBRP8149	RT @LoversRisette: >P5 is nominated for GOTY Ah hell yeah. We'll finally get an anime game as... >So is Mario Odyssey and PubG Maybe n… 	true
Hanz_The	GOTY #SuperMarioOdyssey #NintendoSwitch https://t.co/Mj7lGF7gjW	false
YouOdysseyThis	RT @Hanz_The: GOTY #SuperMarioOdyssey #NintendoSwitch https://t.co/Mj7lGF7gjW	true
AzzySSB	@corvixt hi buddy #SuperMarioOdyssey #NintendoSwitch https://t.co/051WUX4zsU	false
TheLemonaise	I FINALLY DID IT @GameXplain #SuperMarioOdyssey #NintendoSwitch https://t.co/5xZsJoPQTg	false
kyoutakuten	When Mario said Peach's name in a concerned way in mario odyssey I died	false
PScoponi	RT @JayBrotatoe: Super Mario Odyssey became my GOTY today   THE DOG FETCHES YOUR HAT!!!!!!!!!!!!!!  https://t.co/fXyjQ1FKyN	true
PIxelGamerUK	Super Mario Odyssey gets an Honest Game Trailer https://t.co/hVFWOMuILZ https://t.co/lOIl1erJsP	false
StrawberyPatch	@Wario64 Super. Mario. Odyssey. It hadt to have been, the most fun platformer ive ever played. And rayman was good too. Nintendo blew out the water with the cappy mechanic its just to fresh.	false
luckykid92	RT @ComicBookNOW: There's a new Honest Game Trailer for Super Mario Odyssey and, well, really, how could you hate it?… 	true
JMCSpike	Super Mario Odyssey is so flippin' fun, my dude. I can't contain my excitement. https://t.co/ShyGppBKOk	false
Gavalon14	RT @jacksfilms: Super Mario Odyssey is my favorite TV show right now	true
jonjon50con1	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
kaseycanales_	RT @NintendoAmerica: GamesBeat calls it “…another Mario all-time classic…” Don’t miss Super Mario Odyssey.	true
crimsonsphinx	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/pLnAmUODc3	false
EngelmanThomas	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
CHAOTIKZYT	Super Mario Odyssey is my pick for Game of The Year @thegameawards - Live on December 7 https://t.co/d6HL0Jg4XC	false
Goatposter	RT @SuperAbachiBros: In terms of DLC for Mario Odyssey besides seeing a new kingdom or two, I want to see a steady stream of free update… 	true
SrFailure	RT @SevereCalamari: So happy I finally got this one down! One of the funnest freeruns tho! #SuperMarioOdyssey #NintendoSwitch https://t.co/…	true
CoinStarKing	RT @SonicDahMario: *Puts Mario in a dumpster in Odyssey*  "Literally me..."  🔃86K    ❤️1295K	true
margaitis_kasha	RT @NintendoAmerica: Enjoying #SuperMarioOdyssey's Snapshot Mode? Send us your best in-game photos and we'll RT our favorites! https://t.co…	true
Tonybruno316	RT @OnlyAfroGames: A buggy incomplete physics engine early access game is probably going to beat both Zelda and Mario in goty. Let tha… 	true
Zonic505	Off the top of my head, I can easily think of 5 that were some of my favorites:  - Danganronpa V3 - Nier Automata - Persona 5 - Super Mario Odyssey - Sonic Mania  inb4 "y u no list breath of da wild" because I fell off that game pretty early on.	false
SwimmingBird941	Mario goes the way of the samurai as we make our final climb up Bowser's Castle in Super Mario Odyssey https://t.co/GV0qsMCM70	false
_Ashbasher	I liked a @YouTube video https://t.co/kRnXn2yhsm THE WAIT IS OVER!! [SUPER MARIO ODYSSEY] [#01]	false
Tom_Five24	I've given myself a rule, I'm not allowed to watch any footage of Nintendo Switch games, I'm going into them blind. This is hard BECAUSE TWITTER HAS MARIO ODYSSEY EVERYWHERE, AND I'M TRYING TO AVOID IT!!!!!	false
GurryNC	I liked a @YouTube video https://t.co/bL4qnCKoKI Jump Up, Super Star - SUPER MARIO ODYSSEY - Part 8 - Alpharad	false
MrCodeman93	RT @OnlyAfroGames: A buggy incomplete physics engine early access game is probably going to beat both Zelda and Mario in goty. Let tha… 	true
Okamidude	RT @OnlyAfroGames: A buggy incomplete physics engine early access game is probably going to beat both Zelda and Mario in goty. Let tha… 	true
TheLoganBrand	RT @mrfeelswildride: adult mario fans need to let the 'MARIO IS FROM BROOKLYN' shit go  odyssey was the final nail in that particular coffin	true
show_mikey	I finally did it #SuperMarioOdyssey #NintendoSwitch https://t.co/ll6CqTZBy0	false
DuthOlec	dang i like this guy's dance #spoiler #SuperMarioOdyssey #NintendoSwitch https://t.co/39gwhAJ9RK	false
BoyBaloon	Why can I do this...   #SuperMarioOdyssey #NintendoSwitch https://t.co/i126BqX6f2	false
leo_holtz_	Super Mario Odyssey is my pick for Best Family Game @thegameawards - Live on December 7 https://t.co/FHLmdlhyJc	false
Romudeth	Cappy Can Kill Mario Thanks to a Weird Super Mario Odyssey Glitch https://t.co/riPzxNRhti via @geekdotcom	false
nintendotard	RT @troyofathens: Nintendo knew before anyone @playoverwatch #SuperMarioOdyssey #overwatch https://t.co/9FtLSAL1v3	true
MichaelAlexAnd	RT @NintendoAmerica: We're proud to have #SuperMarioOdyssey and The Legend of #Zelda: Breath of the Wild as two of @thegameawards' Game… 	true
